name,lat,lng,type,size,shape,Primary Market,Airing,Participant,PRX Dovetail hosts,Impact,audio,Podcast Portfolio,Total Donors,To PRX,To Radiotopia,To <i>Ear Hustle</i>,To <i>The World</i>,Other,Downloads in FY25
WYMS-FM:,42.7261309,-87.7828523,broadcast,small,,"Milwaukee-Racine, WI",<i>Sound Opinions</i>,,,,,,,,,,,,
WPSU-FM2:,40.7933949,-77.8600012,broadcast,small,,"State College, PA",<i>Sound Opinions</i>,,,,,,,,,,,,
WFPK-FM:,38.2468618,-85.7663724,broadcast,small,,"Louisville, KY",<i>Sound Opinions</i>,,,,,,,,,,,,
WBJB-FM:,40.3306656,-74.1209748,broadcast,small,,"Lincroft, NJ",<i>Sound Opinions</i>,,,,,,,,,,,,
KUCB-FM:,53.8725737,-166.5375512,broadcast,small,,"Unalaska, AK",<i>Sound Opinions</i>,,,,,,,,,,,,
KSRQ-FM:,48.1191353,-96.1811473,broadcast,small,,"Thief River Falls, MN",<i>Sound Opinions</i>,,,,,,,,,,,,
KMSE-FM:,44.0193287,-92.4588327,broadcast,small,,"Rochester, MN",<i>Sound Opinions</i>,,,,,,,,,,,,
KCMP-FM:,44.9374831,-93.2009998,broadcast,small,,"Minneapolis-St. Paul, MN",<i>Sound Opinions</i>,,,,,,,,,,,,
WLIW-FM:,40.6546145,-73.5594128,broadcast,small,,Nassau-Suffolk (Long Island),<i>Snap Judgment</i>,,,,,,,,,,,,
WCWP-FM:,40.8131553,-73.5673482,broadcast,small,,"Brookville, NY",<i>Snap Judgment</i>,,,,,,,,,,,,
KSTK-FM:,56.4706104,-132.3815263,broadcast,small,,"Wrangell, AK",<i>Snap Judgment</i>,,,,,,,,,,,,
KVCR-FM:,34.0694217,-117.2956418,broadcast,small,,"Riverside-San Bernardino, CA",<i>Latino USA</i>,,,,,,,,,,,,
KEDT-FM2:,27.7964047,-97.4029944,broadcast,small,,"Corpus Christi, TX",<i>Latino USA</i>,,,,,,,,,,,,
WMKY-FM:,38.1768636,-83.4357151,broadcast,small,,"Morehead, KY",<i>Latino USA</i>,,,,,,,,,,,,
KGNU-FM:,40.019896,-105.243707,broadcast,small,,"Denver-Boulder, CO",<i>Latino USA</i>,,,,,,,,,,,,
KGNU-AM:,39.7392358,-104.990251,broadcast,small,,"Denver, CO",<i>Latino USA</i>,,,,,,,,,,,,
WWFM-FM2:,40.2201787,-74.7642295,broadcast,small,,"Trenton, NJ",<i>Latino USA</i>,,,,,,,,,,,,
WSNC-FM:,35.9556923,-80.0053176,broadcast,small,,"Greensboro-Winston-Salem-High Point, NC",<i>Latino USA</i>,,,,,,,,,,,,
WEAA-FM:,39.2905023,-76.6104072,broadcast,small,,"Baltimore, MD",<i>Latino USA</i>,,,,,,,,,,,,
KRZA-FM:,37.4694491,-105.8700214,broadcast,small,,"Alamosa, CO",<i>Latino USA</i>,,,,,,,,,,,,
KPVU-FM:,30.095126,-95.991496,broadcast,small,,"Prairie View, TX",<i>Latino USA</i>,,,,,,,,,,,,
KASU-FM:,35.835696,-90.7051346,broadcast,small,,"Jonesboro, AR",<i>Latino USA</i>,,,,,,,,,,,,
WSGR-FM:,42.9708634,-82.4249142,broadcast,small,,"Port Huron, MI",<i>PRX Remix</i>,,,,,,,,,,,,
WLRH-FM:,34.723913,-86.642273,broadcast,small,,"Huntsville, AL",<i>The World</i>,,,,,,,,,,,,
WDET-FM:,42.3297182,-83.0424533,broadcast,small,,"Detroit, MI",<i>PRX Remix</i>,,,,,,,,,,,,
KOCU-FM:,34.637765,-99.3340442,broadcast,small,,"Altus, OK",<i>The World</i>,,,,,,,,,,,,
KMCU-FM:,33.9137085,-98.4933873,broadcast,small,,"Wichita Falls, TX",<i>The World</i>,,,,,,,,,,,,
KLCU-FM:,34.1742611,-97.1436254,broadcast,small,,"Ardmore, OK",<i>The World</i>,,,,,,,,,,,,
KCCU-FM:,34.6075126,-98.3920462,broadcast,small,,"Lawton, OK",<i>The World</i>,,,,,,,,,,,,
KPSQ-FM:,36.0618652,-94.1579484,broadcast,small,,"Fayetteville, AR",<i>PRX Remix</i>,,,,,,,,,,,,
WZQC-FM:,41.8494148,-87.7466746,broadcast,small,,"Cicero, IL",<i>PRX Remix</i>,,,,,,,,,,,,
WREM-FM:,44.5956163,-75.1690942,broadcast,small,,"Canton, NY",<i>PRX Remix</i>,,,,,,,,,,,,
WPRL-FM:,31.8768104,-91.1377008,broadcast,small,,"Lorman, MS",<i>The World</i>,,,,,,,,,,,,
WKEM-FM:,32.3792233,-86.3077368,broadcast,small,,"Montgomery, AL",<i>PRX Remix</i>,,,,,,,,,,,,
WFVR-FM:,43.8176574,-72.5427505,broadcast,small,,"Royalton, VT",<i>PRX Remix</i>,,,,,,,,,,,,
KUYI-FM:,35.9277802,-110.6729158,broadcast,small,,"Hotevilla, AZ",<i>The World</i>,,,,,,,,,,,,
KPPS-FM:,44.9597376,-93.3702186,broadcast,small,,"St. Louis Park, MN",<i>PRX Remix</i>,,,,,,,,,,,,
KPBZ-FM:,37.9374939,-107.8122852,broadcast,small,,"Telluride, CO",<i>PRX Remix</i>,,,,,,,,,,,,
KECG-FM:,37.9161326,-122.310765,broadcast,small,,"El Cerrito, California",<i>PRX Remix</i>,,,,,,,,,,,,
KBFT-FM:,48.1110349,-93.0940552,broadcast,small,,"Nett Lake, MN",<i>The World</i>,,,,,,,,,,,,
KWMR-FM:,38.017769,-122.9912711,broadcast,small,,"Point Reyes, CA",<i>Reveal</i>,,,,,,,,,,,,
KNAU-FM:,35.1982836,-111.651302,broadcast,small,,"Flagstaff, AZ",<i>Reveal</i>,,,,,,,,,,,,
KNAA-FM:,34.2542084,-110.0298327,broadcast,small,,"Show Low, AZ",<i>Reveal</i>,,,,,,,,,,,,
KICI-FM:,41.6578257,-91.5346169,broadcast,small,,"Iowa City, IA",<i>Reveal</i>,,,,,,,,,,,,
WMUK-FM2:,42.2896532,"	-85.5856279",broadcast,small,,"Kalamazoo, MI",<i>Echoes</i>,,,,,,,,,,,,
KVNO-FM2:,41.2619444,-95.8608333,broadcast,small,,"Council Bluffs, IA",<i>Reveal</i>,,,,,,,,,,,,
KVMR-FM:,39.2615606,-121.0160594,broadcast,small,,"Nevada City, Auburn, Grass Valley, CA",<i>Reveal</i>,,,,,,,,,,,,
KRJF-FM:,30.0932737,-95.9877339,broadcast,small,,"Prairie View, TX",<i>Reveal</i>,,,,,,,,,,,,
KPTZ-FM:,48.1170387,-122.7604472,broadcast,small,,"Port Townsend, WA",<i>Reveal</i>,,,,,,,,,,,,
KPIP-FM:,47.6579711,-117.4235319,broadcast,small,,"Spokane, WA",<i>Reveal</i>,,,,,,,,,,,,
KNBA-FM:,61.2175758,-149.8996785,broadcast,small,,"Anchorage, AK",<i>Echoes</i>,,,,,,,,,,,,
KMUE-FM:,40.8020712,-124.1636729,broadcast,small,,"Eureka, CA",<i>Reveal</i>,,,,,,,,,,,,
KMUD-FM:,40.1209386,-123.8238117,broadcast,small,,"Redway, CA",<i>Reveal</i>,,,,,,,,,,,,
KLAI-FM:,39.6882116,-123.4827942,broadcast,small,,"Laytonville, CA",<i>Reveal</i>,,,,,,,,,,,,
KCND-FM2:,46.8041643,-100.7877616,broadcast,small,,"Bismarck, ND",<i>Echoes</i>,,,,,,,,,,,,
KCMJ-FM:,47.471573,-94.8826861,broadcast,small,,"Bemidji, MN",<i>Reveal</i>,,,,,,,,,,,,
KBUT-FM:,38.8697146,-106.9878231,broadcast,small,,"Crested Butte, CO",<i>Reveal</i>,,,,,,,,,,,,
WTSU-FM:,32.304161,-86.2100083,broadcast,small,,"Troy / Montgomery, AL",<i>Think</i>,,,,,,,,,,,,
WTJB-FM:,32.4673,-84.992,broadcast,small,,"Columbus, GA",<i>Think</i>,,,,,,,,,,,,
WRWA-FM:,31.2233594,-85.389326,broadcast,small,,"Dothan, AL",<i>Think</i>,,,,,,,,,,,,
WKNO-FM2:,35.1485812,-90.0518955,broadcast,small,,"Memphis, TN",<i>Zorba</i>,,,,,,,,,,,,
KZNZ-FM:,37.0080792,-101.8901664,broadcast,small,,"Elkhart, KS",<i>Think</i>,,,,,,,,,,,,
KZNK-FM:,39.3666687,-101.3768295,broadcast,small,,"Brewster, KS",<i>Think</i>,,,,,,,,,,,,
KZNA-FM:,39.3647281,-99.8420649,broadcast,small,,"Hill City/Hays, KS",<i>Think</i>,,,,,,,,,,,,
KZCK-FM:,39.3958369,-101.0523773,broadcast,small,,"Colby, KS",<i>Think</i>,,,,,,,,,,,,
KZAN-FM:,38.8758435,-99.3283696,broadcast,small,,"Hays, KS",<i>Think</i>,,,,,,,,,,,,
KTXP-FM:,35.1905251,-102.063912,broadcast,small,,"Bushland, TX",<i>Think</i>,,,,,,,,,,,,
KTOT-FM:,36.1983665,-101.1923795,broadcast,small,,"Spearman, TX",<i>Think</i>,,,,,,,,,,,,
KTDH-FM:,36.0594772,-102.5132497,broadcast,small,,"Dalhart, TX",<i>Think</i>,,,,,,,,,,,,
KJJP-FM:,35.2069816,-101.8320065,broadcast,small,,"Amarillo, TX",<i>Think</i>,,,,,,,,,,,,
KGUY-FM:,36.6828041,-101.4815493,broadcast,small,,"Guymon, OK",<i>Think</i>,,,,,,,,,,,,
KCSE-FM:,38.0872307,-102.6207496,broadcast,small,,"Lamar, CO",<i>Think</i>,,,,,,,,,,,,
KANZ-FM:,37.9716898,-100.8726618,broadcast,small,,"Garden City, KS",<i>Think</i>,,,,,,,,,,,,
WVSI-FM:,38.3169269,-88.9036224,broadcast,small,,"Mt Vernon, Centralia, IL",<i>Think</i>,,,,,,,,,,,,
WUSI-FM:,38.7311038,-88.0852618,broadcast,small,,"Olney, Newton, Flora, Robinson, IL",<i>Think</i>,,,,,,,,,,,,
WSIU-FM:,38.0114393,-89.2361935,broadcast,small,,"Carbondale, Du Quoin, Anna, IL",<i>Think</i>,,,,,,,,,,,,
KDAQ-FM3:,32.5130159,-93.7514874,broadcast,small,,"Shreveport, LA",<i>Think</i>,,,,,,,,,,,,
WRST-FM:,44.0247062,-88.5426136,broadcast,small,,"Oshkosh, WI",<i>Zorba</i>,,,,,,,,,,,,
WKMT-FM:,36.5042277,-88.8742259,broadcast,small,,"Fulton, KY",<i>Think</i>,,,,,,,,,,,,
WKMD-FM:,37.3281005,-87.4988882,broadcast,small,,"Madisonville, KY",<i>Think</i>,,,,,,,,,,,,
Podcast listeners in,37.1841,-119.4696,podcast,xlarge,,California,,,,,,,,,,,,,"5,692,811"
Podcast listeners in,42.9538,-75.5268,podcast,xlarge,,New York,,,,,,,,,,,,,"3,260,875"
Podcast listeners in,31.4757,-99.3312,podcast,xlarge,,Texas,,,,,,,,,,,,,"2,534,098"
Podcast listeners in,42.2596,-71.8083,podcast,xlarge,,Massachusetts,,,,,,,,,,,,,"2,010,013"
Podcast listeners in,47.4233,-120.3252,podcast,xlarge,,Washington,,,,,,,,,,,,,"1,687,780"
Podcast listeners in,40.0417,-89.1965,podcast,xlarge,,Illinois,,,,,,,,,,,,,"1,649,820"
Podcast listeners in,28.6305,-82.4497,podcast,xlarge,,Florida,,,,,,,,,,,,,"1,528,753"
Podcast listeners in,39,-105.5478,podcast,xlarge,,Colorado,,,,,,,,,,,,,"1,470,700"
Podcast listeners in,40.8781,-77.7996,podcast,xlarge,,Pennsylvania,,,,,,,,,,,,,"1,388,436"
Podcast listeners in,35.5557,-79.3877,podcast,xlarge,,North Carolina,,,,,,,,,,,,,"1,340,739"
Podcast listeners in,37.5215,-78.8537,podcast,xlarge,,Virginia,,,,,,,,,,,,,"1,214,172"
Podcast listeners in,32.6415,-83.4426,podcast,xlarge,,Georgia,,,,,,,,,,,,,"1,094,152"
Podcast listeners in,43.9336,-120.5583,podcast,xlarge,,Oregon,,,,,,,,,,,,,"1,090,513"
Podcast listeners in,40.2862,-82.7937,podcast,xlarge,,Ohio,,,,,,,,,,,,,"1,034,668"
Podcast listeners in,46.2807,-94.3053,podcast,large,,Minnesota,,,,,,,,,,,,,"981,416"
Podcast listeners in,39.055,-76.7909,podcast,large,,Maryland,,,,,,,,,,,,,"961,864"
Podcast listeners in,40.1907,-74.6728,podcast,large,,New Jersey,,,,,,,,,,,,,"936,668"
Podcast listeners in,44.3467,-85.4102,podcast,large,,Michigan,,,,,,,,,,,,,"919,832"
Podcast listeners in,34.2744,-111.6602,podcast,large,,Arizona,,,,,,,,,,,,,"705,479"
Podcast listeners in,35.858,-86.3505,podcast,large,,Tennessee,,,,,,,,,,,,,"700,481"
Podcast listeners in,44.6243,-89.9941,podcast,large,,Wisconsin,,,,,,,,,,,,,"642,090"
Podcast listeners in,38.3566,-92.458,podcast,large,,Missouri,,,,,,,,,,,,,"622,152"
Podcast listeners in,39.8942,-86.2816,podcast,large,,Indiana,,,,,,,,,,,,,"539,504"
Podcast listeners in,39.321,-111.0937,podcast,large,,Utah,,,,,,,,,,,,,"525,677"
Podcast listeners in,38.9072,-77.0369,podcast,large,,District of Columbia,,,,,,,,,,,,,"523,213"
Podcast listeners in,41.6219,-72.7273,podcast,large,,Connecticut,,,,,,,,,,,,,"498,337"
Podcast listeners in,33.9169,-80.8964,podcast,large,,South Carolina,,,,,,,,,,,,,"435,497"
Podcast listeners in,31.0689,-91.9968,podcast,large,,Louisiana,,,,,,,,,,,,,"324,533"
Podcast listeners in,43.8717,-72.4477,podcast,medium,,Vermont,,,,,,,,,,,,,"293,882"
Podcast listeners in,35.5889,-97.4943,podcast,medium,,Oklahoma,,,,,,,,,,,,,"285,097"
Podcast listeners in,39.3289,-116.6312,podcast,medium,,Nevada,,,,,,,,,,,,,"278,845"
Podcast listeners in,37.5347,-85.3021,podcast,medium,,Kentucky,,,,,,,,,,,,,"274,913"
Podcast listeners in,42.0751,-93.496,podcast,medium,,Iowa,,,,,,,,,,,,,"269,988"
Podcast listeners in,41.6762,-71.5562,podcast,medium,,Rhode Island,,,,,,,,,,,,,"265,276"
Podcast listeners in,32.799,-86.8073,podcast,medium,,Alabama,,,,,,,,,,,,,"256,643"
Podcast listeners in,44.3509,-114.613,podcast,medium,,Idaho,,,,,,,,,,,,,"249,578"
Podcast listeners in,38.4937,-98.3804,podcast,medium,,Kansas,,,,,,,,,,,,,"235,704"
Podcast listeners in,43.6805,-71.5811,podcast,medium,,New Hampshire,,,,,,,,,,,,,"234,059"
Podcast listeners in,45.3695,-69.2428,podcast,medium,,Maine,,,,,,,,,,,,,"232,307"
Podcast listeners in,34.4071,-106.1126,podcast,medium,,New Mexico,,,,,,,,,,,,,"219,165"
Podcast listeners in,41.5378,-99.7951,podcast,medium,,Nebraska,,,,,,,,,,,,,"200,239"
Podcast listeners in,20.2927,-156.3737,podcast,small,,Hawai'i,,,,,,,,,,,,,"162,250"
Podcast listeners in,34.8938,-92.4426,podcast,small,,Arkansas,,,,,,,,,,,,,"135,158"
Podcast listeners in,47.0527,-109.6333,podcast,small,,Montana,,,,,,,,,,,,,"118,353"
Podcast listeners in,32.7364,-89.6678,podcast,small,,Mississippi,,,,,,,,,,,,,"108,444"
Podcast listeners in,39,-75.5,podcast,small,,Delaware,,,,,,,,,,,,,"97,277"
Podcast listeners in,64.0685,-152.2782,podcast,small,,Alaska,,,,,,,,,,,,,"94,288"
Podcast listeners in,38.6409,-80.6227,podcast,small,,West Virginia,,,,,,,,,,,,,"75,025"
Podcast listeners in,44.4443,-100.2263,podcast,small,,South Dakota,,,,,,,,,,,,,"50,821"
Podcast listeners in,42.9957,-107.5512,podcast,small,,Wyoming,,,,,,,,,,,,,"46,635"
Podcast listeners in,47.4501,-100.4659,podcast,small,,North Dakota,,,,,,,,,,,,,"45,344"
KALW:,37.7749295,-122.4194155,technology,large,heart,"San Francisco, CA",,PRX Dovetail Pilot,5 KALW programs,"<q>Dovetail has turned out to be more than just a tool for us. Because of the way that you've supported us in the transition, it's helped us strengthen our creator community. We have in-house podcasts, but we also work with teams that operate mostly independently. We're able to offer them so much more now, which has allowed us to expand our podcast network into something more robust. Having a tool that truly meets our needs is the glue.</q> <br> - Shereen Adel, Director of Impact, KALW Public Media",,,,,,,,,
KCRW:,34.0549076,-118.242643,technology,small,,"Los Angeles, CA",,,2 KCRW programs,,,,,,,,,,
Boise State Public Radio:,43.6150186,-116.2023137,technology,large,,"Boise, ID",,,10 Boise State Public Radio programs,,,,,,,,,,
WPR:,39.2533328,-114.874248,technology,small,,"Lund/Ely, NV",,,3 WPR programs,,,,,,,,,,
KUER:,40.7605601,-111.8881397,technology,small,,"Salt Lake City-Ogden-Provo, UT",,PRX Project Catapult,1 KUER program,,,,,,,,,,
KHOL:,43.4799291,-110.7624282,technology,medium,,"Jackson, WY",,PRX Dovetail Pilot,5 KHOL programs,,,,,,,,,,
KSJE:,36.7280583,-108.2186856,technology,large,,"Farmington, NM",,PRX Dovetail Pilot,10 KSJE programs,,,,,,,,,,
KSFR:,35.7616955,-105.9325214,technology,large,,"Santa Fe, Pueblo, NM",,PRX Dovetail Pilot,10 KSFR programs,,,,,,,,,,
Wyoming Public Radio:,41.3113669,-105.5911007,technology,medium,,"Laramie, WY",,PRX Project Catapult,5 Wyoming Public Radio programs,,,,,,,,,,
Colorado Public Radio:,40.0677766,-105.2881399,technology,xlarge,,"Denver-Boulder, CO",,PRX Project Catapult,19 Colorado Public Radio programs,,,,,,,,,,
Marfa Public Radio:,30.3094622,-104.020623,technology,small,,"Marfa, TX",,,3 Marfa Public Radio programs,,,,,,,,,,
Prairie Public:,48.112779,-98.8651202,technology,large,,"Devils Lake, ND",,,12 Prairie Public programs,,,,,,,,,,
KUT:,30.267153,-97.7430608,technology,small,,"Austin, TX",,PRX Dovetail Pilot,3 KUT programs,,,,,,,,,,
KOSU:,35.4688692,-97.519539,technology,small,,"Oklahoma City, OK",,PRX Dovetail Pilot,1 KOSU program,,,,,,,,,,
KERA:,32.7078751,-96.9209135,technology,medium,,"Dallas-Fort Worth, TX",,,7 KERA programs,,,,,,,,,,
Kansas Public Radio:,39.1155314,-94.6267873,technology,small,,"Kansas City, KS",,,1 Kansas Public Radio program,,,,,,,,,,
KCUR:,39.0997265,-94.5785667,technology,small,,"Kansas City, MO",,PRX Dovetail Pilot,1 KCUR program,,,,,,,,,,
KUAF:,36.0618652,-94.1579484,technology,small,,"Fayetteville, AR",,,1 KUAF program,,,,,,,,,,
KUAF:,36.0618652,-94.1579484,technology,medium,,"Fayetteville, AR",,PRX Dovetail Pilot,8 KUAF programs,,,,,,,,,,
KMSU:,44.1661456,-94.0055647,technology,small,,"Mankato, MN",,PRX Dovetail Pilot,2 KMSU programs,,,,,,,,,,
WWNO:,29.9508941,-90.0758356,technology,large,,"New Orleans, LA",,PRX Project Catapult,11 WWNO programs,,,,,,,,,,
WKMS:,36.6103334,-88.314761,technology,small,,"Murray, KY",,PRX Project Catapult,1 WKMS program,,,,,,,,,,
WYMS (RadioMilwaukee):,42.7261309,-87.7828523,technology,large,,"Milwaukee-Racine, WI",,PRX Dovetail Pilot,13 WYMS (RadioMilwaukee) programs,,,,,,,,,,
WUWM:,43.038853,-87.904931,technology,large,,"Milwaukee-Racine, WI",,PRX Dovetail Pilot,14 WUWM programs,,,,,,,,,,
WBEZ:,41.88325,-87.6323879,technology,small,,"Chicago, IL",,PRX Dovetail Pilot,1 WBEZ program,,,,,,,,,,
WNIN:,37.9715592,-87.5710898,technology,small,,"Evansville, IN",,PRX Project Catapult,1 WNIN program,,,,,,,,,,
WBHM:,33.5185892,-86.8103567,technology,small,,"Birmingham, AL",,PRX Dovetail Pilot,3 WBHM programs,,,,,,,,,,
WPLN:,36.1626638,-86.7816016,technology,large,,"Nashville, TN",,PRX Project Catapult,10 WPLN programs,,,,,,,,,,
WFIU:,39.169574,-86.5385549,technology,medium,,"Bloomington, IN",,,8 WFIU programs,,,,,,,,,,
WFYI:,39.76909,-86.158018,technology,small,,"Indianapolis, IN",,PRX Project Catapult,2 WFYI programs,,,,,,,,,,
Interlochen (WIAA):,44.6453738,-85.7676077,technology,small,,"Interlochen, MI",,PRX Dovetail Pilot,1 Interlochen (WIAA) program,,,,,,,,,,
WUOL:,38.2468618,-85.7663724,technology,small,,"Louisville, KY",,PRX Project Catapult,1 WUOL program,,,,,,,,,,
Indiana Public Radio:,40.1936877,-85.3876714,technology,small,,"Muncie, IN",,,3 Indiana Public Radio programs,,,,,,,,,,
WUTC:,35.0457984,-85.3093995,technology,large,,"Chattanooga, TN",,PRX Dovetail Pilot,12 WUTC programs,,,,,,,,,,
South Carolina Public Radio:,34.8484984,-82.4000158,technology,medium,,"Greenville, SC",,,9 South Carolina Public Radio programs,,,,,,,,,,
WUSF:,28.061474,-82.412005,technology,large,,"Tampa-St. Petersburg-Clearwater, FL",,PRX Dovetail Pilot,13 WUSF programs,,,,,,,,,,
WGCU:,26.1391777,-81.7955475,technology,small,,"Ft. Myers-Naples, FL",,PRX Dovetail Pilot,2 WGCU programs,,,,,,,,,,
West Virginia Public Radio:,39.2642138,-81.5607464,technology,small,,"Parkersburg, WV",,PRX Project Catapult,2 West Virginia Public Radio programs,,,,,,,,,,
WUNC:,35.8991678,-78.8636402,technology,medium,,"Raleigh-Durham, NC",,,9 WUNC programs,,,,,,,,,,
WPSU:,40.7933949,-77.8600012,technology,medium,,"State College, PA",,PRX Dovetail Pilot,6 WPSU programs,,,,,,,,,,
WXXI:,43.160265,-77.614284,technology,small,,"Rochester, NY",,PRX Dovetail Pilot,3 WXXI programs,,,,,,,,,,
WCVE:,37.5407246,-77.4360481,technology,small,,"Richmond, VA",,,1 WCVE program,,,,,,,,,,
WAMU:,38.9071923,-77.0368707,technology,medium,,"Washington, DC",,PRX Project Catapult,4 WAMU programs,,,,,,,,,,
WYPR:,39.314597,-76.616815,technology,small,,"Baltimore, MD",,PRX Project Catapult,1 WYPR program,,,,,,,,,,
WAER:,43.0494832,-76.1473977,technology,small,,"Syracuse, NY",,PRX Dovetail Pilot,2 WAER programs,,,,,,,,,,
WXPN:,39.9525839,-75.1652215,technology,small,,"Philadelphia, PA",,,1 WXPN program,,,,,,,,,,
WHYY:,39.9525839,-75.1652215,technology,small,,"Philadelphia, PA",,,2 WHYY programs,,,,,,,,,,
WHYY:,39.9525839,-75.1652215,technology,small,,"Philadelphia, PA",,PRX Dovetail Pilot,2 WHYY programs,,,,,,,,,,
New England Public Media:,42.3756919,-72.5198537,technology,small,,"Amherst, MA",,,3 New England Public Media programs,,,,,,,,,,
WVPR:,43.4799996,-72.3865679,technology,medium,,"Windsor, VT",,PRX Dovetail Pilot,7 WVPR programs,,,,,,,,,,
GBH:,42.3555076,-71.0565364,technology,xlarge,,"Boston, MA",,,36 GBH programs,,,,,,,,,,
East Tennessee PBS:,35.965266,-83.923304,technology,small,,"Knoxville, TN",,PRX Project Catapult,1 East Tennessee PBS program,,,,,,,,,,
WNET:,40.7315293,-74.1744671,technology,small,,"Newark, NJ",,,1 WNET program,,,,,,,,,,
WORT:,43.0721661,-89.4007501,technology,small,,"Madison, WI",,PRX Dovetail Pilot,1 WORT program,,,,,,,,,,
PBS Kids:,38.8827061,-77.0831211,technology,small,,"Arlington, VA",,,2 PBS Kids programs,,,,,,,,,,
WFMT:,41.88325,-87.6323879,technology,small,,"Chicago, IL",,,2 WFMT programs,,,,,,,,,,
PBS Reno:,39.529919,-119.8142691,technology,small,,"Reno, NV",,PRX Dovetail Pilot,3 PBS Reno programs,,,,,,,,,,
WHSU:,41.1408363,-73.2612615,technology,medium,,"Fairfield, CT",,PRX Dovetail Pilot,4 WHSU programs,,,,,,,,,,
KRFC:,40.5852602,-105.084423,technology,medium,,"Fort Collins, CO",,PRX Dovetail Pilot,5 KRFC programs,,,,,,,,,,
Cascade PBS:,47.6061389,-122.3328481,technology,medium,,"Seattle, WA",,PRX Dovetail Pilot,9 Cascade PBS programs,,,,,,,,,,
KXCI:,32.2539787,-110.9741769,technology,medium,,"Tucson, AZ",,PRX Dovetail Pilot,9 KXCI programs,,,,,,,,,,
WNSB:,36.8507689,-76.2858726,technology,xlarge,,"Norfolk, VA",,PRX Dovetail Pilot,19 WNSB programs,,,,,,,,,,
KKFI:,39.0997265,-94.5785667,technology,xlarge,,"Kansas City, MO",,PRX Dovetail Pilot,20 KKFI programs,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,39.8283,-98.5795,voices,xlarge,,all other locations around the world.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,32.799,-86.8073,voices,medium,,Alabama.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,64.0685,-152.2782,voices,medium,,Alaska.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,54,-115,voices,medium,,"Alberta, Canada.",,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,34.2744,-111.6602,voices,large,,Arizona.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,34.8938,-92.4426,voices,medium,,Arkansas.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,-25.2744,133.7751,voices,large,,Australia.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,47.5162,14.5501,voices,medium,,Austria.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,13.1939,-59.5432,voices,medium,,Barbados.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,50.5039,4.4699,voices,medium,,Belgium.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,32.3078,-64.7505,voices,medium,,Bermuda.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,-14.235,-51.9253,voices,medium,,Brazil.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,53.7267,-127.6476,voices,large,,"British Columbia, Canada.",,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,42.7339,25.4858,voices,medium,,Bulgaria.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,37.1841,-119.4696,voices,xlarge,,California.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,35.8617,104.1954,voices,medium,,China.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,39,-105.5478,voices,large,,Colorado.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,4.5709,-74.2973,voices,medium,,Colombia.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,41.6219,-72.7273,voices,large,,Connecticut.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,49.75,15.5,voices,medium,,Czechia.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,39,-75.5,voices,medium,,Delaware.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,56.2639,9.5018,voices,medium,,Denmark.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,58.5953,25.0136,voices,medium,,Estonia.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,64,26,voices,medium,,Finland.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,28.6305,-82.4497,voices,large,,Florida.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,46.6034,1.8883,voices,medium,,France.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,32.6415,-83.4426,voices,large,,Georgia.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,51.1657,10.4515,voices,medium,,Germany.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,54,-2,voices,large,,Great Britain.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,39.0742,21.8243,voices,medium,,Greece.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,13.4443,144.7937,voices,medium,,Guam.,,,,,,,,,,,,,
<i>Thank you</i> to PRX supporters in,20.2927,-156.3737,voices,medium,,Hawaii.,,,,,,,,,,,,,
